Member_number,Date,Items
2564,14-07-2015,"['frankfurter', 'white wine']"
2564,20-12-2014,"['curd', 'butter']"
2565,01-05-2014,"['sausage', 'sliced cheese']"
2565,16-09-2014,"['yogurt', 'jam']"
2565,28-09-2015,"['sausage', 'frozen dessert']"
2565,29-04-2015,"['tropical fruit', 'root vegetables', 'pip fruit', 'butter milk', 'waffles', 'bottled beer']"
2566,31-01-2015,"['whole milk', 'pastry', 'specialty cheese']"
2567,22-07-2014,"['grapes', 'bottled beer']"
2568,09-10-2015,"['sausage', 'pip fruit', 'dish cleaner']"
2568,19-05-2015,"['whipped/sour cream', 'other vegetables', 'flour']"
2568,20-08-2015,"['beef', 'sugar', 'root vegetables', 'frozen vegetables']"
2568,21-11-2014,"['hard cheese', 'waffles']"
2568,22-07-2015,"['pork', 'tropical fruit']"
2568,22-09-2015,"['pip fruit', 'flour', 'other vegetables']"
2568,22-12-2014,"['canned beer', 'candy']"
2569,14-10-2014,"['specialty bar', 'margarine']"
2569,16-07-2015,"['cream cheese ', 'yogurt', 'whipped/sour cream']"
2569,30-06-2015,"['white wine', 'beverages']"
2570,19-03-2015,"['other vegetables', 'roll products ']"
2570,19-06-2014,"['frozen potato products', 'root vegetables']"
2570,24-08-2015,"['soda', 'oil']"
2570,25-02-2014,"['other vegetables', 'roll products ']"
2570,29-07-2014,"['yogurt', 'bottled water', 'long life bakery product']"
2571,02-05-2015,"['root vegetables', 'tropical fruit']"
2571,07-07-2014,"['pastry', 'long life bakery product', 'sliced cheese', 'yogurt']"
2571,17-07-2015,"['frankfurter', 'sugar']"
2572,27-05-2015,"['soda', 'dog food']"
2573,03-01-2015,"['ham', 'pastry', 'whole milk', 'specialty bar', 'tropical fruit', 'hard cheese', 'yogurt', 'candy']"
2573,07-01-2014,"['zwieback', 'brown bread']"
2573,08-05-2014,"['long life bakery product', 'rolls/buns']"
2573,19-01-2014,"['ham', 'Instant food products']"
2573,21-01-2014,"['pastry', 'soda']"
2574,11-12-2015,"['frozen vegetables', 'salty snack', 'other vegetables', 'curd', 'hygiene articles']"
2574,18-05-2015,"['meat', 'canned beer']"
2574,25-08-2015,"['turkey', 'seasonal products']"
2574,26-10-2014,"['beverages', 'jam']"
2575,13-03-2015,"['pot plants', 'chicken']"
2575,22-02-2015,"['citrus fruit', 'beef']"
2576,10-07-2014,"['napkins', 'popcorn']"
2576,25-12-2014,"['meat', 'fruit/vegetable juice']"
2577,08-03-2014,"['root vegetables', 'butter']"
2577,25-10-2015,"['sausage', 'dessert']"
2577,26-01-2015,"['ice cream', 'other vegetables']"
2577,28-06-2014,"['sausage', 'citrus fruit']"
2578,01-12-2015,"['whole milk', 'root vegetables', 'curd', 'yogurt']"
2578,07-11-2014,"['other vegetables', 'shopping bags']"
2578,19-04-2014,"['house keeping products', 'rolls/buns', 'mayonnaise']"
2578,25-01-2015,"['bottled beer', 'tropical fruit', 'bottled water']"
2578,26-11-2015,"['canned beer', 'rolls/buns']"
2578,28-05-2015,"['brown bread', 'root vegetables']"
2578,30-01-2014,"['frozen fish', 'whole milk']"
2579,08-04-2015,"['whole milk', 'white wine']"
2579,12-12-2014,"['cream cheese ', 'yogurt']"
2579,25-10-2014,"['liquor', 'bathroom cleaner']"
2580,03-04-2014,"['whipped/sour cream', 'salad dressing']"
2580,04-09-2015,"['beef', 'yogurt']"
2580,11-04-2015,"['sausage', 'chicken']"
2580,17-11-2015,"['other vegetables', 'other vegetables', 'newspapers', 'pip fruit']"
2580,24-10-2015,"['tropical fruit', 'yogurt']"
2581,02-08-2014,"['canned beer', 'curd']"
2581,14-12-2015,"['meat', 'coffee']"
2581,17-03-2014,"['sparkling wine', 'specialty bar']"
2581,22-08-2015,"['soda', 'canned beer', 'citrus fruit', 'frozen meals']"
2581,26-05-2014,"['bottled water', 'dessert']"
2582,06-03-2015,"['chicken', 'other vegetables', 'bathroom cleaner', 'chicken', 'grapes', 'fruit/vegetable juice', 'fruit/vegetable juice', 'soda']"
2582,14-11-2015,"['meat', 'processed cheese', 'root vegetables', 'cat food']"
2583,15-02-2015,"['chicken', 'tropical fruit', 'salt']"
2583,26-03-2015,"['berries', 'pip fruit']"
2584,02-04-2014,"['whole milk', 'curd', 'bottled beer']"
2584,11-03-2014,"['hard cheese', 'whole milk']"
2584,14-02-2014,"['whole milk', 'Instant food products']"
2584,18-05-2014,"['chicken', 'domestic eggs']"
2584,19-06-2014,"['soda', 'curd', 'flower (seeds)']"
2584,25-04-2015,"['shopping bags', 'soap']"
2584,30-11-2014,"['other vegetables', 'bottled water', 'hard cheese']"
2584,31-03-2015,"['rolls/buns', 'whole milk', 'shopping bags']"
2585,13-02-2015,"['other vegetables', 'whole milk']"
2585,14-03-2015,"['soda', 'butter']"
2585,17-05-2014,"['UHT-milk', 'soda', 'whole milk', 'whole milk']"
2585,28-09-2014,"['frozen vegetables', 'rolls/buns']"
2586,10-07-2015,"['UHT-milk', 'tropical fruit']"
2586,26-10-2015,"['meat', 'cling film/bags', 'whipped/sour cream']"
2587,02-06-2015,"['soda', 'pastry', 'frozen vegetables', 'UHT-milk']"
2587,07-05-2015,"['canned beer', 'tropical fruit']"
2587,11-12-2014,"['fruit/vegetable juice', 'ketchup']"
2587,29-10-2014,"['flower (seeds)', 'margarine']"
2587,30-10-2014,"['pork', 'honey', 'newspapers']"
2588,07-01-2014,"['whole milk', 'coffee']"
2588,28-12-2015,"['citrus fruit', 'yogurt', 'coffee']"
2589,04-10-2014,"['grapes', 'shopping bags', 'artif. sweetener']"
2589,07-06-2014,"['whole milk', 'bottled water', 'whipped/sour cream']"
2589,11-04-2014,"['spices', 'cookware']"
2589,12-02-2015,"['canned beer', 'sausage', 'other vegetables', 'rolls/buns']"
2589,23-10-2014,"['whole milk', 'butter milk']"
2589,29-04-2015,"['ice cream', 'fruit/vegetable juice', 'cereals']"
2589,31-03-2014,"['whole milk', 'whole milk']"
2590,03-09-2014,"['frozen dessert', 'soda']"
2590,16-12-2015,"['whipped/sour cream', 'pot plants']"
2590,25-06-2015,"['packaged fruit/vegetables', 'dog food']"
2590,27-08-2014,"['tropical fruit', 'snack products']"
2590,28-09-2015,"['whole milk', 'hamburger meat']"
2591,01-09-2014,"['soda', 'beverages']"
2591,10-12-2014,"['root vegetables', 'root vegetables']"
2592,01-10-2015,"['sausage', 'soda']"
2592,04-07-2015,"['canned beer', 'onions']"
2592,08-09-2014,"['curd', 'grapes', 'curd', 'shopping bags']"
2592,20-03-2015,"['chicken', 'yogurt', 'rolls/buns']"
2592,23-04-2015,"['sugar', 'fruit/vegetable juice', 'margarine']"
2592,25-09-2015,"['pork', 'bottled beer']"
2593,13-04-2014,"['newspapers', 'shopping bags']"
2593,13-10-2014,"['tropical fruit', 'soups']"
2593,16-04-2014,"['UHT-milk', 'yogurt']"
2594,06-01-2014,"['soft cheese', 'hard cheese']"
2594,15-09-2014,"['yogurt', 'pastry']"
2594,21-05-2015,"['citrus fruit', 'whole milk']"
2594,25-07-2014,"['root vegetables', 'yogurt']"
2595,03-01-2014,"['rolls/buns', 'chewing gum']"
2595,06-01-2014,"['curd', 'cream cheese ', 'domestic eggs']"
2595,11-11-2014,"['herbs', 'rum']"
2595,18-08-2014,"['tropical fruit', 'brown bread']"
2595,23-01-2015,"['rolls/buns', 'sausage', 'whole milk', 'pastry', 'yogurt', 'dessert', 'curd', 'yogurt']"
2597,04-02-2014,"['fruit/vegetable juice', 'domestic eggs']"
2597,08-05-2015,"['sausage', 'napkins']"
2597,13-02-2015,"['pork', 'onions']"
2597,15-04-2014,"['cream cheese ', 'root vegetables']"
2597,15-08-2015,"['berries', 'soda', 'bottled beer']"
2597,21-09-2014,"['sausage', 'whole milk']"
2597,25-10-2014,"['pip fruit', 'root vegetables']"
2598,11-11-2015,"['pastry', 'brandy', 'soda']"
2599,06-05-2015,"['chicken', 'curd']"
2599,22-11-2015,"['liquor', 'tropical fruit', 'other vegetables']"
2599,27-01-2015,"['sausage', 'curd', 'salty snack']"
2599,30-07-2015,"['specialty chocolate', 'white wine', 'nuts/prunes', 'cream cheese ', 'cake bar', 'yogurt', 'frozen vegetables']"
2600,12-05-2015,"['pip fruit', 'fruit/vegetable juice']"
2600,12-07-2014,"['whole milk', 'berries']"
2600,16-12-2015,"['pet care', 'other vegetables']"
2600,18-02-2015,"['pork', 'cake bar']"
2600,28-01-2015,"['yogurt', 'frozen meals', 'frozen vegetables']"
2600,28-09-2014,"['pastry', 'curd', 'bottled beer']"
2600,29-04-2015,"['frozen potato products', 'female sanitary products', 'whole milk', 'other vegetables', 'fruit/vegetable juice']"
2601,20-05-2015,"['bottled beer', 'other vegetables']"
2601,22-10-2015,"['canned beer', 'margarine', 'pastry']"
2601,26-03-2015,"['ham', 'root vegetables', 'rolls/buns', 'processed cheese', 'whole milk', 'pastry', 'soups']"
2601,27-06-2015,"['other vegetables', 'ready soups', 'baking powder']"
2601,28-02-2014,"['soda', 'curd']"
2601,30-04-2015,"['beef', 'specialty chocolate']"
2602,03-01-2014,"['frankfurter', 'whole milk']"
2602,04-02-2014,"['sausage', 'prosecco', 'pot plants']"
2602,08-02-2015,"['sausage', 'tropical fruit', 'margarine']"
2602,11-12-2015,"['bottled water', 'soups', 'newspapers', 'root vegetables', 'shopping bags']"
2602,18-04-2014,"['tropical fruit', 'cream cheese ']"
2602,20-01-2014,"['cream cheese ', 'whole milk']"
2603,28-06-2014,"['spread cheese', 'yogurt', 'soda', 'shopping bags']"
2604,03-04-2014,"['whole milk', 'butter milk']"
2604,12-02-2015,"['root vegetables', 'frankfurter', 'other vegetables', 'mayonnaise']"
2604,17-09-2014,"['grapes', 'whipped/sour cream', 'dishes']"
2604,20-09-2015,"['tropical fruit', 'bottled water', 'dishes']"
2604,26-01-2015,"['citrus fruit', 'white bread']"
2605,02-06-2014,"['pork', 'other vegetables', 'yogurt', 'white bread']"
2605,30-08-2014,"['ketchup', 'potato products']"
2606,11-01-2014,"['whole milk', 'candles']"
2606,22-08-2014,"['citrus fruit', 'whole milk']"
2606,26-01-2015,"['chicken', 'tropical fruit', 'rolls/buns', 'liquor']"
2607,20-11-2014,"['whipped/sour cream', 'ice cream']"
2607,25-01-2014,"['margarine', 'misc. beverages']"
2608,02-05-2014,"['tropical fruit', 'cream cheese ']"
2608,17-10-2014,"['pastry', 'whole milk']"
2608,19-09-2015,"['rolls/buns', 'other vegetables']"
2608,19-11-2014,"['yogurt', 'pasta']"
2609,04-06-2014,"['beverages', 'sliced cheese', 'semi-finished bread']"
2609,26-08-2015,"['frankfurter', 'coffee']"
2610,01-01-2014,"['hamburger meat', 'bottled beer', 'domestic eggs']"
2610,21-10-2015,"['meat', 'pastry']"
2610,26-02-2015,"['rolls/buns', 'shopping bags']"
2611,16-02-2014,"['roll products ', 'margarine']"
2611,26-04-2014,"['chewing gum', 'domestic eggs', 'packaged fruit/vegetables']"
2611,29-12-2014,"['frankfurter', 'bottled water']"
2612,01-02-2015,"['pip fruit', 'tropical fruit']"
2612,02-06-2014,"['white bread', 'specialty bar', 'newspapers']"
2612,04-06-2014,"['citrus fruit', 'pastry']"
2612,11-06-2014,"['berries', 'pastry', 'soda']"
2612,30-05-2014,"['tropical fruit', 'bottled water']"
2612,30-07-2014,"['white bread', 'soda']"
2612,31-05-2015,"['dessert', 'beverages', 'frozen meals', 'red/blush wine']"
2613,03-02-2015,"['soda', 'yogurt']"
2613,09-01-2015,"['soups', 'specialty bar', 'soda', 'whipped/sour cream']"
2613,11-04-2015,"['soda', 'yogurt', 'white bread']"
2613,23-08-2015,"['other vegetables', 'semi-finished bread', 'domestic eggs', 'newspapers']"
2613,24-05-2014,"['domestic eggs', 'yogurt']"
2613,24-05-2015,"['misc. beverages', 'rolls/buns']"
2614,25-06-2015,"['whole milk', 'rolls/buns']"
2615,19-01-2014,"['frozen vegetables', 'bottled water']"
2615,29-05-2014,"['chocolate', 'rolls/buns']"
2616,09-04-2014,"['soda', 'candy']"
2616,16-05-2015,"['pork', 'pip fruit']"
2616,17-03-2015,"['pork', 'whole milk']"
2616,24-10-2014,"['root vegetables', 'newspapers']"
2617,03-01-2015,"['soda', 'pastry']"
2617,12-08-2014,"['root vegetables', 'yogurt', 'whole milk']"
2617,16-11-2014,"['ham', 'rolls/buns']"
2617,19-06-2014,"['liquor', 'rolls/buns', 'frozen meals']"
2617,22-02-2014,"['other vegetables', 'yogurt']"
2617,22-05-2015,"['whole milk', 'dessert']"
2617,27-05-2014,"['chewing gum', 'frozen vegetables']"
2618,03-12-2015,"['misc. beverages', 'artif. sweetener', 'newspapers', 'fruit/vegetable juice']"
2618,05-01-2014,"['flower (seeds)', 'whipped/sour cream', 'specialty chocolate', 'bottled water']"
2618,06-09-2014,"['soda', 'misc. beverages']"
2618,12-01-2014,"['long life bakery product', 'salty snack']"
2618,14-09-2015,"['bottled beer', 'tropical fruit', 'yogurt', 'berries']"
2619,05-09-2014,"['pot plants', 'yogurt', 'other vegetables']"
2619,12-01-2014,"['shopping bags', 'condensed milk']"
2619,24-12-2014,"['other vegetables', 'whole milk']"
2620,09-05-2014,"['dessert', 'rolls/buns']"
2620,11-06-2015,"['ice cream', 'pork']"
2620,14-12-2015,"['sausage', 'whole milk']"
2620,19-04-2014,"['hamburger meat', 'whipped/sour cream']"
2621,26-06-2014,"['root vegetables', 'female sanitary products']"
2621,27-09-2014,"['pip fruit', 'UHT-milk']"
2622,01-10-2015,"['other vegetables', 'canned fish']"
2622,07-03-2015,"['onions', 'pip fruit']"
2622,17-07-2015,"['pip fruit', 'other vegetables', 'hard cheese', 'sausage', 'rolls/buns', 'pip fruit', 'grapes', 'other vegetables']"
2623,10-10-2015,"['processed cheese', 'whole milk', 'rolls/buns', 'margarine']"
2623,13-05-2014,"['fish', 'canned beer', 'chocolate']"
2623,22-11-2014,"['whole milk', 'brown bread']"
2624,18-08-2015,"['ice cream', 'whipped/sour cream']"
2624,21-05-2015,"['tropical fruit', 'specialty chocolate']"
2625,03-10-2015,"['chicken', 'rolls/buns']"
2625,06-03-2015,"['bottled beer', 'chicken', 'baking powder', 'curd']"
2625,06-09-2014,"['brown bread', 'yogurt']"
2625,08-04-2015,"['margarine', 'sausage', 'sausage', 'pork', 'citrus fruit', 'yogurt', 'frozen meals', 'other vegetables']"
2625,14-12-2014,"['pork', 'specialty chocolate']"
2625,18-02-2015,"['chicken', 'whole milk', 'newspapers']"
2625,18-11-2015,"['other vegetables', 'specialty bar', 'long life bakery product']"
2625,21-07-2014,"['whole milk', 'bottled water']"
2625,22-03-2015,"['citrus fruit', 'shopping bags', 'cream cheese ']"
2625,24-09-2014,"['pork', 'whole milk']"
2626,09-08-2014,"['whole milk', 'soda', 'hygiene articles', 'canned beer']"
2626,14-02-2014,"['chocolate', 'yogurt', 'other vegetables']"
2627,17-05-2014,"['liquor (appetizer)', 'cat food']"
2627,18-02-2014,"['beverages', 'coffee']"
2627,31-10-2015,"['rolls/buns', 'other vegetables', 'yogurt', 'frozen vegetables']"
2628,02-12-2014,"['berries', 'candy']"
2629,06-12-2015,"['liver loaf', 'chicken', 'whole milk', 'canned beer', 'fruit/vegetable juice', 'frozen dessert', 'light bulbs', 'condensed milk']"
2629,09-07-2014,"['tropical fruit', 'whole milk', 'shopping bags']"
2629,26-04-2015,"['curd cheese', 'whole milk', 'long life bakery product', 'hard cheese']"
2629,26-05-2014,"['whole milk', 'candy']"
2629,29-04-2014,"['onions', 'frozen vegetables']"
2630,11-01-2014,"['root vegetables', 'processed cheese']"
2630,15-02-2015,"['frankfurter', 'fruit/vegetable juice']"
2630,21-01-2015,"['shopping bags', 'white wine', 'soda']"
2631,20-02-2014,"['frozen vegetables', 'root vegetables']"
2631,27-09-2015,"['sausage', 'root vegetables']"
2631,29-09-2014,"['whole milk', 'hair spray', 'waffles']"
2632,01-07-2015,"['pork', 'coffee']"
2632,02-03-2015,"['whole milk', 'sausage', 'root vegetables', 'long life bakery product', 'frozen vegetables']"
2632,08-03-2014,"['rolls/buns', 'frozen vegetables']"
2632,10-12-2014,"['other vegetables', 'whole milk']"
2632,16-01-2015,"['frozen meals', 'rolls/buns', 'butter', 'fruit/vegetable juice']"
2632,17-08-2015,"['citrus fruit', 'frozen meals']"
2632,22-06-2014,"['beef', 'sugar']"
2632,23-09-2015,"['meat', 'pot plants', 'canned vegetables']"
2632,24-05-2015,"['domestic eggs', 'whipped/sour cream']"
2633,07-09-2014,"['frozen meals', 'frozen potato products']"
2633,10-07-2015,"['hard cheese', 'rolls/buns', 'white wine']"
2633,14-02-2015,"['frankfurter', 'brown bread', 'whole milk', 'root vegetables']"
2633,16-05-2014,"['bottled water', 'other vegetables']"
2633,27-11-2015,"['other vegetables', 'newspapers', 'waffles']"
2633,28-07-2014,"['long life bakery product', 'waffles']"
2634,22-04-2015,"['berries', 'whipped/sour cream', 'other vegetables', 'other vegetables', 'newspapers']"
2635,11-06-2015,"['frankfurter', 'berries', 'tropical fruit', 'rolls/buns']"
2635,17-09-2015,"['whole milk', 'specialty bar']"
2636,11-09-2015,"['sausage', 'finished products', 'whole milk', 'yogurt', 'pastry', 'sliced cheese', 'onions', 'chewing gum']"
2636,19-05-2015,"['hamburger meat', 'margarine']"
2637,18-06-2014,"['whole milk', 'fruit/vegetable juice']"
2637,18-09-2014,"['whole milk', 'rolls/buns']"
2638,06-01-2014,"['root vegetables', 'misc. beverages']"
2638,10-10-2014,"['turkey', 'photo/film', 'mayonnaise']"
2639,08-06-2014,"['bottled beer', 'canned fish', 'fruit/vegetable juice']"
2639,12-11-2015,"['pip fruit', 'citrus fruit', 'curd']"
2639,30-10-2015,"['sausage', 'other vegetables']"
2640,22-04-2015,"['other vegetables', 'other vegetables']"
2641,01-01-2015,"['frozen meals', 'other vegetables']"
2641,01-03-2015,"['whole milk', 'beverages', 'frozen fruits', 'fruit/vegetable juice']"
2641,01-04-2014,"['brown bread', 'male cosmetics']"
2641,20-07-2014,"['soda', 'butter']"
2641,23-07-2014,"['oil', 'frozen potato products']"
2642,01-04-2015,"['frankfurter', 'beverages']"
2642,09-01-2014,"['long life bakery product', 'yogurt']"
2642,15-06-2014,"['pet care', 'frozen vegetables', 'spices']"
2643,01-12-2015,"['tropical fruit', 'coffee', 'dessert', 'fruit/vegetable juice']"
2643,08-11-2015,"['hygiene articles', 'dessert']"
2643,12-12-2014,"['spread cheese', 'rolls/buns']"
2643,16-04-2014,"['citrus fruit', 'waffles']"
2643,21-04-2015,"['tropical fruit', 'whole milk']"
2644,05-05-2014,"['misc. beverages', 'pet care']"
2644,21-05-2014,"['Instant food products', 'coffee']"
2644,29-03-2014,"['sausage', 'chocolate', 'newspapers']"
2645,07-08-2014,"['dessert', 'yogurt']"
2645,09-10-2014,"['oil', 'chewing gum']"
2645,15-11-2014,"['canned beer', 'napkins']"
2645,16-06-2014,"['red/blush wine', 'domestic eggs']"
2645,23-10-2014,"['soda', 'bottled water']"
2645,23-12-2014,"['hygiene articles', 'hygiene articles', 'pastry']"
2645,26-06-2015,"['syrup', 'newspapers', 'processed cheese', 'rolls/buns']"
2645,27-06-2015,"['soda', 'rolls/buns']"
2646,03-06-2015,"['soda', 'liver loaf']"
2646,11-11-2015,"['rolls/buns', 'root vegetables', 'specialty chocolate']"
2646,23-10-2014,"['napkins', 'pastry']"
2648,08-11-2015,"['beef', 'pork', 'margarine', 'fruit/vegetable juice', 'margarine']"
2648,10-07-2015,"['tropical fruit', 'root vegetables']"
2648,22-05-2014,"['soda', 'coffee']"
2648,25-04-2014,"['root vegetables', 'packaged fruit/vegetables']"
2648,29-01-2015,"['citrus fruit', 'root vegetables']"
2649,02-08-2014,"['bottled water', 'shopping bags', 'shopping bags']"
2649,03-09-2014,"['baking powder', 'liqueur']"
2649,18-02-2014,"['whole milk', 'hard cheese']"
2649,28-11-2015,"['chocolate', 'root vegetables']"
2650,05-10-2015,"['soda', 'beef', 'other vegetables', 'semi-finished bread', 'shopping bags', 'white wine']"
2650,09-08-2014,"['soda', 'roll products ', 'seasonal products']"
2650,11-05-2015,"['citrus fruit', 'tropical fruit', 'soda', 'coffee', 'domestic eggs']"
2650,22-11-2015,"['frankfurter', 'soda']"
2651,08-01-2014,"['dishes', 'shopping bags']"
2651,11-09-2014,"['turkey', 'white bread']"
2652,01-08-2015,"['yogurt', 'pastry', 'kitchen towels']"
2652,04-09-2014,"['ham', 'waffles', 'seasonal products']"
2652,26-12-2015,"['chicken', 'pastry', 'whole milk', 'pip fruit', 'soda', 'margarine', 'candy']"
2653,02-03-2015,"['whipped/sour cream', 'other vegetables']"
2653,06-06-2014,"['dessert', 'dog food', 'newspapers']"
2653,07-12-2015,"['whole milk', 'spread cheese']"
2653,17-04-2015,"['brown bread', 'candy', 'chocolate']"
2653,21-04-2014,"['pastry', 'yogurt']"
2654,03-03-2015,"['root vegetables', 'root vegetables', 'citrus fruit', 'cat food']"
2654,07-04-2014,"['misc. beverages', 'bottled beer']"
2654,08-08-2014,"['other vegetables', 'soda', 'whole milk', 'sweet spreads']"
2654,17-08-2015,"['frankfurter', 'curd', 'coffee']"
2654,22-09-2015,"['frankfurter', 'whole milk', 'rolls/buns']"
2654,25-11-2015,"['sausage', 'berries', 'pasta']"
2655,01-07-2015,"['pork', 'rolls/buns']"
2655,05-01-2015,"['sausage', 'pastry', 'shopping bags']"
2656,02-02-2015,"['hamburger meat', 'cleaner']"
2656,05-06-2014,"['bottled water', 'yogurt']"
2656,16-12-2015,"['beef', 'bottled beer']"
2656,19-10-2014,"['pot plants', 'dish cleaner']"
2656,31-03-2014,"['margarine', 'newspapers']"
2657,01-04-2015,"['pasta', 'hamburger meat', 'dessert', 'bottled water']"
2657,21-05-2015,"['bottled beer', 'frozen dessert']"
2658,16-10-2015,"['butter milk', 'canned beer', 'yogurt', 'semi-finished bread', 'margarine']"
2658,28-09-2014,"['root vegetables', 'rolls/buns']"
2659,01-06-2015,"['hamburger meat', 'rolls/buns', 'brown bread']"
2659,08-05-2015,"['yogurt', 'sausage', 'domestic eggs', 'other vegetables', 'nut snack', 'shopping bags']"
2659,08-12-2015,"['pip fruit', 'brown bread']"
2659,15-06-2015,"['tropical fruit', 'yogurt']"
2659,28-07-2014,"['tropical fruit', 'hamburger meat', 'tea']"
2660,11-09-2014,"['tropical fruit', 'specialty chocolate']"
2660,20-03-2014,"['bottled water', 'whole milk']"
2661,01-05-2015,"['bottled water', 'tropical fruit']"
2661,05-12-2014,"['other vegetables', 'soda']"
2661,14-12-2014,"['whole milk', 'waffles']"
2661,28-08-2014,"['rolls/buns', 'napkins']"
2662,03-02-2014,"['root vegetables', 'soda']"
2662,03-08-2014,"['sausage', 'pickled vegetables']"
2662,05-12-2014,"['tropical fruit', 'artif. sweetener']"
2663,02-08-2014,"['other vegetables', 'waffles']"
2663,10-09-2015,"['chicken', 'pastry']"
2663,13-05-2014,"['bottled water', 'bottled water']"
2663,15-11-2014,"['tropical fruit', 'shopping bags']"
2663,18-05-2015,"['cat food', 'ham', 'whipped/sour cream', 'canned beer']"
2663,20-01-2014,"['canned beer', 'tropical fruit', 'kitchen towels']"
2663,21-10-2015,"['sausage', 'chocolate', 'semi-finished bread', 'whole milk', 'rum', 'bottled beer']"
2663,28-05-2015,"['whole milk', 'berries', 'yogurt']"
2663,30-03-2014,"['other vegetables', 'shopping bags', 'packaged fruit/vegetables']"
2664,08-01-2014,"['citrus fruit', 'pickled vegetables']"
2664,08-10-2014,"['chicken', 'domestic eggs']"
2664,20-09-2015,"['chicken', 'sausage', 'domestic eggs', 'pasta']"
2665,11-10-2014,"['chocolate marshmallow', 'specialty chocolate']"
2665,13-04-2015,"['frozen potato products', 'detergent']"
2666,01-09-2014,"['root vegetables', 'UHT-milk']"
2666,06-04-2015,"['sausage', 'whole milk', 'dessert', 'UHT-milk']"
2666,11-04-2014,"['frozen vegetables', 'pastry']"
2666,14-12-2015,"['meat', 'fruit/vegetable juice']"
2666,16-05-2014,"['soda', 'margarine']"
2666,23-05-2014,"['bottled beer', 'frozen vegetables']"
2666,26-05-2014,"['whole milk', 'chocolate']"
2667,16-06-2015,"['frankfurter', 'fruit/vegetable juice', 'shopping bags']"
2667,22-10-2014,"['root vegetables', 'domestic eggs']"
2668,01-12-2014,"['whole milk', 'other vegetables']"
2669,20-03-2014,"['white bread', 'whipped/sour cream']"
2669,24-03-2014,"['brown bread', 'rolls/buns', 'cat food', 'pastry']"
2669,24-09-2015,"['pip fruit', 'onions']"
2669,29-03-2015,"['frankfurter', 'bottled beer', 'pastry']"
2670,15-08-2014,"['brown bread', 'whole milk']"
2670,29-04-2015,"['yogurt', 'berries', 'onions', 'pip fruit']"
2671,02-12-2014,"['pip fruit', 'white wine']"
2671,04-06-2014,"['whole milk', 'salty snack']"
2671,25-04-2014,"['pip fruit', 'whole milk']"
2671,27-07-2015,"['chewing gum', 'sugar']"
2672,09-03-2015,"['ham', 'liquor (appetizer)']"
2672,12-07-2015,"['beverages', 'waffles']"
2672,17-01-2015,"['frozen meals', 'sausage', 'pastry', 'yogurt']"
2672,22-05-2014,"['soda', 'flour']"
2672,26-11-2015,"['frankfurter', 'pastry']"
2673,10-12-2015,"['yogurt', 'canned beer']"
2673,16-12-2014,"['yogurt', 'yogurt']"
2673,22-04-2014,"['coffee', 'yogurt']"
2673,23-04-2014,"['root vegetables', 'soda']"
2674,01-05-2014,"['root vegetables', 'butter']"
2674,03-09-2014,"['soda', 'chewing gum']"
2674,19-05-2014,"['chicken', 'grapes']"
2675,01-09-2014,"['UHT-milk', 'cling film/bags']"
2675,10-09-2015,"['margarine', 'rolls/buns']"
2675,15-09-2015,"['canned beer', 'rolls/buns', 'rolls/buns']"
2676,06-10-2014,"['citrus fruit', 'soda']"
2676,07-04-2015,"['liver loaf', 'newspapers', 'white wine']"
2676,07-11-2015,"['margarine', 'bottled water']"
2676,10-01-2014,"['other vegetables', 'candy']"
2676,15-08-2015,"['rolls/buns', 'chicken', 'whipped/sour cream', 'canned beer', 'baking powder']"
2677,07-12-2015,"['sausage', 'UHT-milk']"
2677,23-12-2015,"['sausage', 'whole milk', 'root vegetables', 'soft cheese']"
2678,04-04-2015,"['chocolate', 'whipped/sour cream']"
2678,20-03-2015,"['tropical fruit', 'finished products', 'whole milk', 'fruit/vegetable juice', 'rolls/buns']"
2678,21-09-2015,"['berries', 'rolls/buns']"
2678,28-11-2015,"['cream cheese ', 'dessert']"
2679,14-11-2014,"['yogurt', 'liqueur']"
2679,16-12-2014,"['curd cheese', 'chocolate marshmallow']"
2679,31-08-2014,"['rolls/buns', 'soda']"
2680,03-01-2015,"['sausage', 'yogurt']"
2680,11-08-2015,"['citrus fruit', 'sweet spreads']"
2680,16-03-2014,"['other vegetables', 'frozen meals']"
2680,23-11-2014,"['rolls/buns', 'instant coffee']"
2681,02-05-2015,"['beef', 'fruit/vegetable juice']"
2681,04-09-2014,"['pork', 'cream cheese ']"
2681,24-02-2015,"['soda', 'pastry']"
2682,01-12-2015,"['root vegetables', 'herbs', 'cream cheese ']"
2682,16-06-2015,"['whole milk', 'soda']"
2682,20-01-2015,"['canned beer', 'whole milk']"
2682,20-02-2014,"['other vegetables', 'other vegetables']"
2682,28-06-2015,"['sausage', 'bottled beer']"
2683,04-04-2014,"['beverages', 'candles']"
2683,11-08-2015,"['rolls/buns', 'soda', 'soda', 'flower (seeds)']"
2683,18-01-2015,"['berries', 'red/blush wine']"
2684,11-01-2015,"['citrus fruit', 'rolls/buns', 'salt']"
2685,06-12-2014,"['rolls/buns', 'seasonal products']"
2685,07-10-2015,"['bottled water', 'yogurt', 'butter']"
2685,11-02-2014,"['citrus fruit', 'whole milk']"
2685,12-04-2014,"['butter', 'fruit/vegetable juice', 'soda']"
2685,19-07-2015,"['frankfurter', 'other vegetables']"
